,text,S/NS,O/NO,Y/N,display_text_width,is_quote,favorite_count,retweet_count,hashtags,media_type,mentions_screen_name,description,followers_count,friends_count,listed_count,statuses_count,favourites_count,verified
83,"I was born/raised in Oakland County, MI. This is not the Michigan or #Lansing I remember. These #MAGA nut jobs are literally going to kill people trying to get to Lansing Hospitals. And in two weeks many of these protestors will be on respirators. Itâs outrageous. https://t.co/uT9S2Pcod9",S,O,N,264,True,5,0,Lansing MAGA,,,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
84,"@SoSteveSays_ We know Steve. I was born/raised in Pontiac. Trump won Michigan by less than 11,000 votes. When I fly home I either fly into Lansing or Flint. I love coming home. I hope you and are family stay safe and healthy. <f0><U+009F><U+0098><U+008A>",NS,NO,N,213,False,2,0,,,SoSteveSays_,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
85,@mcbecca687 And if you lived in #Lansing and needed your child rushed to the hospital because they couldnât breathe and the ambulance ran into a large caravan of protestors blocking traffic would you still feel âgood for you!â? Because thatâs exac,S,NO,N,272,False,2,0,Lansing,photo,mcbecca687,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
86,@Stand4Free @CCM1956 And if your loved one was in this Lansing Ambulance trying to get to the hospital because they canât breathe? These people are going to cause deaths. Jackasses all. https://t.co/460RtY1RpK,S,O,N,164,False,1,1,,photo,Stand4Free CCM1956,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
87,"I was born/raised in Oakland County. This is heart-breaking. 
âOakland County scouts ice rinks to potentially store bodies in 'last resort' scenarioâ
#Lansing https://t.co/B7wWf3Az2M",NS,NO,N,182,False,0,0,Lansing,,,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
88,@realBenLentine Think the person in this Lansing Ambulance is glad? https://t.co/MWZ7gRz2Ip,S,NO,N,51,False,1,1,,photo,realBenLentine,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
89,"@kathyannehall @SteveDeaceShow How many ambulances did you delay getting critical patients to the hospital? How many Firefighters had to use alternate routes, causing delays to put out fires. You endangered lives or even worse, might have caused deaths. T",S,NO,N,268,False,0,0,Lansing,,kathyannehall SteveDeaceShow,@GreenfieldIowa #Resist #FBR #LiberalDemocrat #Veterans #BLM #ProChoice #GunSense #Unions #ERAnow #SupportLGBT #Environment #AnimalRights #RedSox,1711,2037,1,11769,6547,False
90,"@BlytheGryphon @yourauntemma Itâs heartbreaking. We are watching our democracy being destroyed in slow motion. Neighbor against neighbor ,brother against brother. Classmate against classmate.We are on the Brink. ITS HAPPENING PEOPLE.  Look  at those Yah",NS,NO,N,279,False,0,0,,,BlytheGryphon yourauntemma,Retired state employee . Proud union member and avid walleye fisherman,35,87,0,778,757,False
91,@MarvinDigeorgio They initiated phase one in Lansing Michigan yesterday.,NS,NO,Y,55,False,1,0,,,MarvinDigeorgio,"stubborn, stalwart, stout liberal and advocate for the fine arts in education. violist, humanist, resist while marching with raised fist. Go Cubs!",574,1103,3,6620,3573,False
92,Quite a difference from Lansingâs gathering.,NS,NO,Y,44,False,0,0,,,,Retired. Alzheimerâs Advocate for the state of New Hampshire.,145,496,3,2193,1102,False
93,"@KatieLiberty80 @DetroitAndrea Well done Katie! Lansing Wednesday, Concord Saturday! https://t.co/NidVwm9mFU",NS,NO,Y,53,False,0,0,,photo,KatieLiberty80 DetroitAndrea,"Radical Capitalist,Classical Liberal, Fiscal Non-Hypocrite. Liberty Lovah, LiveFree603, Friedman Devotee! Horse racing expert,handicapper. Married to a NY Bred",1319,1455,12,10404,8062,False
94,"@kazweida Not just in Lansing, these Covidiots came from near and far. The surge in cases will be in the rural areas formerly unaffected by the virus. You know, those places with small hospitals that will be easily overrun.",NS,O,N,213,False,0,0,,,kazweida,"Feminist, wife, mom, public school teacher, fighting for decency and kindness. I live to knit, crochet, and sing anything Broadway.",87,290,0,2788,9451,False
95,@jsolomonReports People were complaining in a Lansing hospital about the 15x rate they were paying for PPE and sick people not being able to get into the hospital by ambulance(untrue)when their county has about 120 confirmed cases and 5 deaths.,NS,NO,Y,227,False,0,0,,,jsolomonReports,"For people who are free, and who mean to remain so, a well-organized and armed militia is their best security~ T Jefferson
#1A #2A #KAG2020 #AcquittedForever",1110,1330,0,11766,11678,False
96,"@saminglot That's nowhere near a ""gridlock"" situation. Ambulances can drive into oncoming traffic if need be. People will move. Lansing is hardly an epicenter for this virus either. Social distancing etc are working far better then in WASH DC! Numbers pro",NS,NO,Y,252,False,0,0,,,saminglot,"For people who are free, and who mean to remain so, a well-organized and armed militia is their best security~ T Jefferson
#1A #2A #KAG2020 #AcquittedForever",1110,1330,0,11766,11678,False
97,"@_ElizabethMay Yeah, that's Lansing for you. https://t.co/AA3W1GYIrG",S,NO,N,29,False,0,0,,photo,_ElizabethMay,"""Don't worry. He's not a real monkey."" - Some Old Nobody",1684,3560,83,49137,1921,False
98,"Folks in Lansing MI are standing yâall and theyâre voices should be heard. They understand the importance of staying safe during the Covid19 issues. They just donât like being ordered to lock down, let them practice social distancing and let them be free. Masks and gloves are ok",NS,NO,Y,279,False,1,0,,,,Iâm a Veteran a Husband a Father and a Proud American. The Characteristics of the Kingdom emanate from the Character of the King,48,101,1,870,2776,False
99,"The ONLY thing that makes me mad about the Lansing protest yesterday is that they may have blocked sick people from getting to &amp; from the hospital. Other than that, itâs a bunch of dumbass rednecks with no understanding of American history, the constitution, civics, or reality.",S,O,N,282,False,0,0,,,,naively optimistic | amateur home-chef | curious about everything | passionate about a lot | 'ope'ing midwesterner | aspiring @salesforce admin,50,619,0,1704,4975,False
100,Are yâall ready to talk about how if it wasnât a bunch of hillbilly trump supporters protesting against the stay home order in Lansing and instead it was black people there wouldâve been police/police brutality immediately. This is everything wrong w the world.,S,O,N,261,False,2,1,,,,25 | dangerous but fun,382,454,1,53448,24236,False
101,I really donât even feel bad saying that most of those people protesting about social distancing in Lansing will probably end up dead from corona virus. Those are just less trump votes. RALLY ON.,S,O,N,195,False,1,0,,,,25 | dangerous but fun,382,454,1,53448,24236,False
102,"Protesters in Lansing, Michigan are out in full force after Gov. Whitmer extended and expanded strict social distancing rules https://t.co/gR6W1Clapc",NS,NO,Y,149,False,0,0,,,,"<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>#PunishChina <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>#AllBusinessAreEssential<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>#DumpTheDems #PoliticiansAreNonEssential
#PayWorkersFirst #TrumpLandsideVictory2020<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>",2224,4770,6,59603,24235,False
103,"@SandraMartinArt @CTVNews The Detroit area has been hit hard, I suppose Lansing is next.",NS,NO,N,62,False,1,0,,,SandraMartinArt CTVNews,"~At the end of the day, it is what it is~

Wife to one, mom to 3 + a fur baby",42,93,0,954,8347,False
104,"@ChadLivengood Chad, curious if you actually talked to any of these people who felt the need to travel to Lansing &amp; protest. Yâknow, like a journalist. Lots of real pain out there thatâs not about boating, golf, or seeds. That would be interesting",NS,NO,N,266,False,1,0,,,ChadLivengood,The most scintillating 30 mins of small biz tech info on the Internet! Join Tim Gillen & Ruthy Kirwan of Terrapin Networks -  wherever you get your podcasts,311,1057,17,1267,684,False
105,"Thin veneer of civilisation: Hundreds of people in Michigan defying lockdown rules, openly carrying rifles and handguns, seen in the state capital Lansing #coronavirus #Michigan #ThursdayMorning https://t.co/5fqImjmwd0",S,O,N,218,False,0,0,coronavirus Michigan ThursdayMorning,photo,,"Love any kind of Music, Beer, Pizza or Fire Whisky.",678,631,16,4480,78,False
106,"The Confederate flags at the stay-at-home protest in Lansing are clearly about race. Otherwise why would Confederate sympathizers be siding with a President declaring ""total authority"" over lawful orders put in place by their state governor? https://t.co/EmFGTuXGTJ #morningjoe",NS,NO,N,277,False,0,0,morningjoe,photo,,"painter, graphic artist, progressive dem",1815,2236,212,174047,14902,False
107,"@dbongino #ThursdayNightBlunder in @MichiganGov by not smart &amp; dangerous tweets by NSA @_nsagov Robert O'Brien, encouraging resident to not safely rise-up, protest the #StayHomeSaveLives EO by @GovWhitmer 

Glad @GovLarryHogan MD residents @StateMar",NS,NO,N,283,False,0,0,ThursdayNightBlunder StayHomeSaveLives,photo,dbongino MichiganGov _nsagov GovWhitmer GovLarryHogan StateMaryland AP,"Sr Engineer (Navy);âWeThePeople"" GOP Right Center, Sport Fan-Plyr, Once a Coach always [soccer;club, 96-09 PGCC]; 5Dogs-4Kids-5Gkids-3Lilâ Birds-2Hearts-1Love",198,389,7,10395,5445,False
108,"Even in better structured economies, people are beginning to revolt. In Michigan yesterday, thousands demonstrated against the lockdown. Stores are beginning to run out of basic essentials. Reality is, people are suffering. https://t.co/PTzBWMC8yP",NS,NO,Y,247,False,0,0,,,,"Tech Evangelist, Teacher, Coder and all around friendly geek. If it's too complex to understand, it's probably not being taught well.",1831,1971,8,16229,6314,False
109,".@CBSEveningNews @CBSNews Video aired of Lansing, Michigan protest was completely out of context. It did not include this fringe group's pro Trump signs, confederate flags and open brandishing of guns - making it appear like average citizens were protesting,",NS,NO,N,258,False,0,0,,,CBSEveningNews CBSNews,Journalist * Jrn Prof * Writer * Speaker * NABJ *  Detroiter * <U+2206>ST * To be real * The more you know! * Don't be so sure: CONSIDER. #SHEPERSISTED #GetMeRewrite!,776,1295,20,16730,43242,False
110,@Kcorner Lansing has a separate desk for necessary idiots?,S,O,N,49,False,0,0,,,Kcorner,"Cannabis is Political. 
Politics is Local. 
Change the Conversation.",16,48,0,401,41,False
111,@SaltySailorSays @ZenMaddie Iâm Michigan the entrance to one of the major hospitals in Lansing was blocked by these idiots.,NS,O,N,95,False,1,0,,,SaltySailorSays ZenMaddie,"grandfather,  attorney, ex-republican, Hillsdale College grad. MATA (make America trumpless again) please vote dem, love music...itâs good for you.",1337,2180,4,110057,78055,False
112,"""In Lansing, you cannot find anyone, Republican or Democrat, on the record or off, who does not admire the skills of the stateâs 49th governor. Moreover, just about everyone likes her."" https://t.co/Y4DcXuSTEB",NS,NO,N,209,False,7,6,,,,"I report on breaking news and the justice system in Detroit for @detroitnews. To make it to the bottom, such a high climb.",1401,4884,17,340,7959,False
113,People have some time on their hands in Lansing https://t.co/265AyCPG9C,S,NO,N,47,True,3,0,,,,"I report on breaking news and the justice system in Detroit for @detroitnews. To make it to the bottom, such a high climb.",1401,4884,17,340,7959,False
114,What's Lansing's move here? Have Michigan State Police out ticketing lawn-cutters? https://t.co/jDEs0dP0ed,S,NO,N,106,False,0,0,,,,"I report on breaking news and the justice system in Detroit for @detroitnews. To make it to the bottom, such a high climb.",1401,4884,17,340,7959,False
115,The people who were protesting in Lansing are the reason we are going to have a second wave of COVID-19.  You assholes need to stay home so I can go to work and train at my school and do shit.  #covid19sucks #StayHomeSaveLives,S,O,N,226,False,4,0,covid19sucks StayHomeSaveLives,,,"Originally from Toronto, ended up in Detroit. I play guitar for Sacrifice. Brazilian Jiu Jitsu Brown Belt. Longboard. Gravel Rider.  Owner of Stronghold BJJ.",451,366,5,9579,4923,False
116,lansing michigan... home of the packed movie theater that laughed throughout hereditary....sickos,S,O,N,97,False,0,0,,,,i wanna i wanna i wanna be adored,167,233,2,14624,22143,False
117,"Do these people live in a tent? They aware of the current #pandemic? These morons need 2take their ignorant heads out of their asses. On a news clip that I just watched on tv, a woman whined abt her gray roots growing out &amp;not being able2go shopping. https://t.co/Yq2yZoKb0k 
#WTF https://t.co/31UPTmhVBy",S,O,N,284,False,0,0,pandemic WTF,photo,,"I'm not on your team.â¢ <f0><U+009F><U+0092><U+00A5> 

J.D. <U+2696><U+FE0F> #fiatjustitiaruatcaelum 
#art #blog and #annarchythoughts 
#AnRudIsAnnamhIsIontach <f0><U+009F><U+0087><U+00AE><f0><U+009F><U+0087><U+00AA>",1329,944,215,30712,17553,False
118,"At 1st glance, I hoped it was Lansing. <f0><U+009F><U+0098><U+00B7> https://t.co/CClqq22QAV",S,NO,N,40,True,0,0,,,,Home Sewn USA,87,80,0,26369,30638,False
119,"@tonygwlav @michellemccrmck All those protesting in Lansing: where were they when Rick Snyder poisoned Flintâs water? Please get out of your cars, stand close together and hold hands.",S,NO,N,183,False,0,0,,,tonygwlav michellemccrmck,Experienced graphic designer looking for new opportunities.,259,665,15,864,8388,False
120,My dad was watching a video of a protest going on in Lansing for the same thing. He thought it was funny and even my mom had to end up reminding him that this is serious. I hate living with someone who doesnât take this shit seriously https://t.co/iQd4KCK295,S,NO,N,234,True,0,0,,,,11/23/15 <f0><U+009F><U+0092><U+009D> cat and rat mommy.,866,235,5,22489,11262,False
121,"I have never in my life seen and observed such stupidity and arrogance and careless act like the one in Lansing rn.

#StayHomeStaySafe was implemented to stop the virus and prevent cases but clearly, the level of stupidity with those guys has reached another level. 

#Gridlock",S,NO,N,277,False,0,0,StayHomeStaySafe Gridlock,,,Just a guy.,2,3,0,4,0,False
122,I guess KoloMoisky needs another $250M so his Azov Army can spray more Hong King protestors with CoronaVirus. How long until DTRA employs his in places like Lansing for âcontact tracingâ. https://t.co/WiZkLfqI5O,S,NO,N,187,False,24,20,,photo,,George Webb found DNC Blackberries and Pried Hard Drives. His May 2017 Meeting With Trump Accuser Bill Taylor Connects Him To DNC.  https://t.co/UeO0TeUoQ2,56627,1502,504,7564,204,False
